"Time","Location ID","Soil Type","Analyte ID","Species ID","Result Type","Units","Minimum","5th Percentile","10th Percentile","25th Percentile","Median","75th Percentile","90th Percentile","95th Percentile","Maximum","Mean","Standard Deviation"
2012,"RRD2-1","NONE","ACNAPE","AIRC","CONCEN","ug/m^3", 2.00000E-03, 2.00000E-03, 2.00000E-03, 2.00000E-03, 2.00000E-03, 2.00000E-03, 2.00000E-03, 2.00000E-03, 2.00000E-03, 2.00000E-03, 0.00000E+00
2012,"RRD2-1","NONE","ACNAPE","AIRD","CONCEN","ug/m^2/yr", 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00
2012,"RRD2-1","NONE","ACNAPE","GWAT","CONCEN","ug/L", 4.20000E-04, 4.20000E-04, 4.20000E-04, 4.20000E-04, 4.20000E-04, 4.20000E-04, 4.20000E-04, 4.20000E-04, 4.20000E-04, 4.20000E-04, 0.00000E+00
2012,"RRD2-1","NONE","ACNAPE","SWAT","CONCEN","ug/L", 2.20000E-04, 2.20000E-04, 2.20000E-04, 2.20000E-04, 2.20000E-04, 2.20000E-04, 2.20000E-04, 2.20000E-04, 2.20000E-04, 2.20000E-04, 0.00000E+00
2012,"RRD2-1","NONE","ACNAPE","SEEP","CONCEN","ug/L", 1.48000E-03, 1.48000E-03, 1.48000E-03, 1.48000E-03, 1.48000E-03, 1.48000E-03, 1.48000E-03, 1.48000E-03, 1.48000E-03, 1.48000E-03, 0.00000E+00
2012,"RRD2-1","NONE","ACNAPE","SEDI","CONCEN","ug/kg", 4.20000E-02, 4.20000E-02, 4.20000E-02, 4.20000E-02, 4.20000E-02, 4.20000E-02, 4.20000E-02, 4.20000E-02, 4.20000E-02, 4.20000E-02, 0.00000E+00
2012,"RRD2-1","NONE","ACNAPE","PWAT","CONCEN","ug/L", 4.20000E-02, 4.20000E-02, 4.20000E-02, 4.20000E-02, 4.20000E-02, 4.20000E-02, 4.20000E-02, 4.20000E-02, 4.20000E-02, 4.20000E-02, 0.00000E+00
2012,"RRD2-1","NONE","ACNAPE","SORP","CONCEN","ug/kg", 8.51000E+00, 8.51000E+00, 8.51000E+00, 8.51000E+00, 8.51000E+00, 8.51000E+00, 8.51000E+00, 8.51000E+00, 8.51000E+00, 8.51000E+00, 0.00000E+00
2012,"RRD2-1","SORP","ACNAPE","RFUNGI","BURDEN","ug/kg wet", 3.77133E-01, 3.77133E-01, 3.77133E-01, 3.77133E-01, 3.77133E-01, 3.77133E-01, 3.77133E-01, 3.77133E-01, 3.77133E-01, 3.77133E-01, 0.00000E+00
2012,"RRD2-1","NONE","ACNAPE","GULPEL","BURDEN","ug/kg wet", 1.70132E-02, 1.70132E-02, 1.70132E-02, 1.70132E-02, 1.70132E-02, 1.70132E-02, 1.70132E-02, 1.70132E-02, 1.70132E-02, 1.70132E-02, 0.00000E+00
2012,"RRD2-1","NONE","ACNAPE","TURTLE","BURDEN","ug/kg wet", 2.57689E-03, 2.57689E-03, 2.57689E-03, 2.57689E-03, 2.57689E-03, 2.57689E-03, 2.57689E-03, 2.57689E-03, 2.57689E-03, 2.57689E-03, 0.00000E+00
2012,"RRD2-1","SORP","ACNAPE","RBIRD","BURDEN","ug/kg wet", 4.14242E-02, 4.14242E-02, 4.14242E-02, 4.14242E-02, 4.14242E-02, 4.14242E-02, 4.14242E-02, 4.14242E-02, 4.14242E-02, 4.14242E-02, 0.00000E+00
2012,"RRD2-1","NONE","As","AIRC","CONCEN","ug/m^3", 1.00000E-02, 1.00000E-02, 1.00000E-02, 1.00000E-02, 1.00000E-02, 1.00000E-02, 1.00000E-02, 1.00000E-02, 1.00000E-02, 1.00000E-02, 0.00000E+00
2012,"RRD2-1","NONE","As","AIRD","CONCEN","ug/m^2/yr", 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00
2012,"RRD2-1","NONE","As","GWAT","CONCEN","ug/L", 7.00000E+00, 7.00000E+00, 7.00000E+00, 7.00000E+00, 7.00000E+00, 7.00000E+00, 7.00000E+00, 7.00000E+00, 7.00000E+00, 7.00000E+00, 0.00000E+00
2012,"RRD2-1","NONE","As","SWAT","CONCEN","ug/L", 4.00000E-01, 4.00000E-01, 4.00000E-01, 4.00000E-01, 4.00000E-01, 4.00000E-01, 4.00000E-01, 4.00000E-01, 4.00000E-01, 4.00000E-01, 0.00000E+00
2012,"RRD2-1","NONE","As","SEEP","CONCEN","ug/L", 4.19800E+01, 4.19800E+01, 4.19800E+01, 4.19800E+01, 4.19800E+01, 4.19800E+01, 4.19800E+01, 4.19800E+01, 4.19800E+01, 4.19800E+01, 0.00000E+00
2012,"RRD2-1","NONE","As","SEDI","CONCEN","ug/kg", 3.00000E+03, 3.00000E+03, 3.00000E+03, 3.00000E+03, 3.00000E+03, 3.00000E+03, 3.00000E+03, 3.00000E+03, 3.00000E+03, 3.00000E+03, 0.00000E+00
2012,"RRD2-1","NONE","As","PWAT","CONCEN","ug/L", 5.00000E+00, 5.00000E+00, 5.00000E+00, 5.00000E+00, 5.00000E+00, 5.00000E+00, 5.00000E+00, 5.00000E+00, 5.00000E+00, 5.00000E+00, 0.00000E+00
2012,"RRD2-1","NONE","As","SORP","CONCEN","ug/kg", 1.21742E+03, 1.21742E+03, 1.21742E+03, 1.21742E+03, 1.21742E+03, 1.21742E+03, 1.21742E+03, 1.21742E+03, 1.21742E+03, 1.21742E+03, 0.00000E+00
2012,"RRD2-1","SORP","As","RFUNGI","BURDEN","ug/kg wet", 1.13717E+01, 1.13717E+01, 1.13717E+01, 1.13717E+01, 1.13717E+01, 1.13717E+01, 1.13717E+01, 1.13717E+01, 1.13717E+01, 1.13717E+01, 0.00000E+00
2012,"RRD2-1","NONE","As","GULPEL","BURDEN","ug/kg wet", 7.93191E+01, 7.93191E+01, 7.93191E+01, 7.93191E+01, 7.93191E+01, 7.93191E+01, 7.93191E+01, 7.93191E+01, 7.93191E+01, 7.93191E+01, 0.00000E+00
2012,"RRD2-1","NONE","As","TURTLE","BURDEN","ug/kg wet", 1.11412E+01, 1.11412E+01, 1.11412E+01, 1.11412E+01, 1.11412E+01, 1.11412E+01, 1.11412E+01, 1.11412E+01, 1.11412E+01, 1.11412E+01, 0.00000E+00
2012,"RRD2-1","SORP","As","RBIRD","BURDEN","ug/kg wet", 8.68756E+01, 8.68756E+01, 8.68756E+01, 8.68756E+01, 8.68756E+01, 8.68756E+01, 8.68756E+01, 8.68756E+01, 8.68756E+01, 8.68756E+01, 0.00000E+00
2012,"RRD2-1","NONE","Hg","AIRC","CONCEN","ug/m^3", 1.50000E+00, 1.50000E+00, 1.50000E+00, 1.50000E+00, 1.50000E+00, 1.50000E+00, 1.50000E+00, 1.50000E+00, 1.50000E+00, 1.50000E+00, 0.00000E+00
2012,"RRD2-1","NONE","Hg","AIRD","CONCEN","ug/m^2/yr", 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00
2012,"RRD2-1","NONE","Hg","GWAT","CONCEN","ug/L", 2.00000E-01, 2.00000E-01, 2.00000E-01, 2.00000E-01, 2.00000E-01, 2.00000E-01, 2.00000E-01, 2.00000E-01, 2.00000E-01, 2.00000E-01, 0.00000E+00
2012,"RRD2-1","NONE","Hg","SWAT","CONCEN","ug/L", 4.20000E-02, 4.20000E-02, 4.20000E-02, 4.20000E-02, 4.20000E-02, 4.20000E-02, 4.20000E-02, 4.20000E-02, 4.20000E-02, 4.20000E-02, 0.00000E+00
2012,"RRD2-1","NONE","Hg","SEEP","CONCEN","ug/L", 1.03740E+00, 1.03740E+00, 1.03740E+00, 1.03740E+00, 1.03740E+00, 1.03740E+00, 1.03740E+00, 1.03740E+00, 1.03740E+00, 1.03740E+00, 0.00000E+00
2012,"RRD2-1","NONE","Hg","SEDI","CONCEN","ug/kg", 9.00000E+03, 9.00000E+03, 9.00000E+03, 9.00000E+03, 9.00000E+03, 9.00000E+03, 9.00000E+03, 9.00000E+03, 9.00000E+03, 9.00000E+03, 0.00000E+00
2012,"RRD2-1","NONE","Hg","PWAT","CONCEN","ug/L", 7.00000E-01, 7.00000E-01, 7.00000E-01, 7.00000E-01, 7.00000E-01, 7.00000E-01, 7.00000E-01, 7.00000E-01, 7.00000E-01, 7.00000E-01, 0.00000E+00
2012,"RRD2-1","NONE","Hg","SORP","CONCEN","ug/kg", 8.24036E+04, 8.24036E+04, 8.24036E+04, 8.24036E+04, 8.24036E+04, 8.24036E+04, 8.24036E+04, 8.24036E+04, 8.24036E+04, 8.24036E+04, 0.00000E+00
2012,"RRD2-1","SORP","Hg","RFUNGI","BURDEN","ug/kg wet", 9.18047E+02, 9.18047E+02, 9.18047E+02, 9.18047E+02, 9.18047E+02, 9.18047E+02, 9.18047E+02, 9.18047E+02, 9.18047E+02, 9.18047E+02, 0.00000E+00
2012,"RRD2-1","NONE","Hg","GULPEL","BURDEN","ug/kg wet", 3.20764E+04, 3.20764E+04, 3.20764E+04, 3.20764E+04, 3.20764E+04, 3.20764E+04, 3.20764E+04, 3.20764E+04, 3.20764E+04, 3.20764E+04, 0.00000E+00
2012,"RRD2-1","NONE","Hg","TURTLE","BURDEN","ug/kg wet", 9.51357E+01, 9.51357E+01, 9.51357E+01, 9.51357E+01, 9.51357E+01, 9.51357E+01, 9.51357E+01, 9.51357E+01, 9.51357E+01, 9.51357E+01, 0.00000E+00
2012,"RRD2-1","SORP","Hg","RBIRD","BURDEN","ug/kg wet", 1.20086E+04, 1.20086E+04, 1.20086E+04, 1.20086E+04, 1.20086E+04, 1.20086E+04, 1.20086E+04, 1.20086E+04, 1.20086E+04, 1.20086E+04, 0.00000E+00
2012,"RRD2-1","NONE","Zn","AIRC","CONCEN","ug/m^3", 3.15000E+00, 3.15000E+00, 3.15000E+00, 3.15000E+00, 3.15000E+00, 3.15000E+00, 3.15000E+00, 3.15000E+00, 3.15000E+00, 3.15000E+00, 0.00000E+00
2012,"RRD2-1","NONE","Zn","AIRD","CONCEN","ug/m^2/yr", 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00
2012,"RRD2-1","NONE","Zn","GWAT","CONCEN","ug/L", 4.20000E-01, 4.20000E-01, 4.20000E-01, 4.20000E-01, 4.20000E-01, 4.20000E-01, 4.20000E-01, 4.20000E-01, 4.20000E-01, 4.20000E-01, 0.00000E+00
2012,"RRD2-1","NONE","Zn","SWAT","CONCEN","ug/L", 8.82000E-02, 8.82000E-02, 8.82000E-02, 8.82000E-02, 8.82000E-02, 8.82000E-02, 8.82000E-02, 8.82000E-02, 8.82000E-02, 8.82000E-02, 0.00000E+00
2012,"RRD2-1","NONE","Zn","SEEP","CONCEN","ug/L", 2.17854E+00, 2.17854E+00, 2.17854E+00, 2.17854E+00, 2.17854E+00, 2.17854E+00, 2.17854E+00, 2.17854E+00, 2.17854E+00, 2.17854E+00, 0.00000E+00
2012,"RRD2-1","NONE","Zn","SEDI","CONCEN","ug/kg", 1.89000E+04, 1.89000E+04, 1.89000E+04, 1.89000E+04, 1.89000E+04, 1.89000E+04, 1.89000E+04, 1.89000E+04, 1.89000E+04, 1.89000E+04, 0.00000E+00
2012,"RRD2-1","NONE","Zn","PWAT","CONCEN","ug/L", 1.47000E+00, 1.47000E+00, 1.47000E+00, 1.47000E+00, 1.47000E+00, 1.47000E+00, 1.47000E+00, 1.47000E+00, 1.47000E+00, 1.47000E+00, 0.00000E+00
2012,"RRD2-1","NONE","Zn","SORP","CONCEN","ug/kg", 1.35069E+02, 1.35069E+02, 1.35069E+02, 1.35069E+02, 1.35069E+02, 1.35069E+02, 1.35069E+02, 1.35069E+02, 1.35069E+02, 1.35069E+02, 0.00000E+00
2012,"RRD2-1","SORP","Zn","RFUNGI","BURDEN","ug/kg wet", 1.38322E+00, 1.38322E+00, 1.38322E+00, 1.38322E+00, 1.38322E+00, 1.38322E+00, 1.38322E+00, 1.38322E+00, 1.38322E+00, 1.38322E+00, 0.00000E+00
2012,"RRD2-1","NONE","Zn","GULPEL","BURDEN","ug/kg wet", 1.13528E+02, 1.13528E+02, 1.13528E+02, 1.13528E+02, 1.13528E+02, 1.13528E+02, 1.13528E+02, 1.13528E+02, 1.13528E+02, 1.13528E+02, 0.00000E+00
2012,"RRD2-1","NONE","Zn","TURTLE","BURDEN","ug/kg wet", 2.24454E+00, 2.24454E+00, 2.24454E+00, 2.24454E+00, 2.24454E+00, 2.24454E+00, 2.24454E+00, 2.24454E+00, 2.24454E+00, 2.24454E+00, 0.00000E+00
2012,"RRD2-1","SORP","Zn","RBIRD","BURDEN","ug/kg wet", 4.55236E+01, 4.55236E+01, 4.55236E+01, 4.55236E+01, 4.55236E+01, 4.55236E+01, 4.55236E+01, 4.55236E+01, 4.55236E+01, 4.55236E+01, 0.00000E+00
2012,"UP1","NONE","ACNAPE","AIRC","CONCEN","ug/m^3", 4.00000E-03, 4.00000E-03, 4.00000E-03, 4.00000E-03, 4.00000E-03, 4.00000E-03, 4.00000E-03, 4.00000E-03, 4.00000E-03, 4.00000E-03, 0.00000E+00
2012,"UP1","NONE","ACNAPE","AIRD","CONCEN","ug/m^2/yr", 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00
2012,"UP1","NONE","ACNAPE","GWAT","CONCEN","ug/L", 5.00000E-04, 5.00000E-04, 5.00000E-04, 5.00000E-04, 5.00000E-04, 5.00000E-04, 5.00000E-04, 5.00000E-04, 5.00000E-04, 5.00000E-04, 0.00000E+00
2012,"UP1","SODR","ACNAPE","SODR","CONCEN","ug/kg", 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00
2012,"UP1","SOGW","ACNAPE","SOGW","CONCEN","ug/kg", 1.11160E-05, 1.11160E-05, 1.11160E-05, 1.11160E-05, 1.11160E-05, 1.11160E-05, 1.11160E-05, 1.11160E-05, 1.11160E-05, 1.11160E-05, 0.00000E+00
2012,"UP1","SOSW","ACNAPE","SOSW","CONCEN","ug/kg", 2.40006E-06, 2.40006E-06, 2.40006E-06, 2.40006E-06, 2.40006E-06, 2.40006E-06, 2.40006E-06, 2.40006E-06, 2.40006E-06, 2.40006E-06, 0.00000E+00
2012,"UP1","SODR","ACNAPE","UFUNGI","BURDEN","ug/kg wet", 5.04656E-02, 5.04656E-02, 5.04656E-02, 5.04656E-02, 5.04656E-02, 5.04656E-02, 5.04656E-02, 5.04656E-02, 5.04656E-02, 5.04656E-02, 0.00000E+00
2012,"UP1","SODR","ACNAPE","UBIRD","BURDEN","ug/kg wet", 1.74680E-03, 1.74680E-03, 1.74680E-03, 1.74680E-03, 1.74680E-03, 1.74680E-03, 1.74680E-03, 1.74680E-03, 1.74680E-03, 1.74680E-03, 0.00000E+00
2012,"UP1","SODR","ACNAPE","UEGG","BURDEN","ug/kg wet", 5.24040E-01, 5.24040E-01, 5.24040E-01, 5.24040E-01, 5.24040E-01, 5.24040E-01, 5.24040E-01, 5.24040E-01, 5.24040E-01, 5.24040E-01, 0.00000E+00
2012,"UP1","SOGW","ACNAPE","UFUNGI","BURDEN","ug/kg wet", 5.05645E-02, 5.05645E-02, 5.05645E-02, 5.05645E-02, 5.05645E-02, 5.05645E-02, 5.05645E-02, 5.05645E-02, 5.05645E-02, 5.05645E-02, 0.00000E+00
2012,"UP1","SOGW","ACNAPE","UBIRD","BURDEN","ug/kg wet", 1.77813E-03, 1.77813E-03, 1.77813E-03, 1.77813E-03, 1.77813E-03, 1.77813E-03, 1.77813E-03, 1.77813E-03, 1.77813E-03, 1.77813E-03, 0.00000E+00
2012,"UP1","SOGW","ACNAPE","UEGG","BURDEN","ug/kg wet", 5.33440E-01, 5.33440E-01, 5.33440E-01, 5.33440E-01, 5.33440E-01, 5.33440E-01, 5.33440E-01, 5.33440E-01, 5.33440E-01, 5.33440E-01, 0.00000E+00
2012,"UP1","SOSW","ACNAPE","UFUNGI","BURDEN","ug/kg wet", 5.04657E-02, 5.04657E-02, 5.04657E-02, 5.04657E-02, 5.04657E-02, 5.04657E-02, 5.04657E-02, 5.04657E-02, 5.04657E-02, 5.04657E-02, 0.00000E+00
2012,"UP1","SOSW","ACNAPE","UBIRD","BURDEN","ug/kg wet", 1.74681E-03, 1.74681E-03, 1.74681E-03, 1.74681E-03, 1.74681E-03, 1.74681E-03, 1.74681E-03, 1.74681E-03, 1.74681E-03, 1.74681E-03, 0.00000E+00
2012,"UP1","SOSW","ACNAPE","UEGG","BURDEN","ug/kg wet", 5.24043E-01, 5.24043E-01, 5.24043E-01, 5.24043E-01, 5.24043E-01, 5.24043E-01, 5.24043E-01, 5.24043E-01, 5.24043E-01, 5.24043E-01, 0.00000E+00
2012,"UP1","NONE","As","AIRC","CONCEN","ug/m^3", 1.00000E-03, 1.00000E-03, 1.00000E-03, 1.00000E-03, 1.00000E-03, 1.00000E-03, 1.00000E-03, 1.00000E-03, 1.00000E-03, 1.00000E-03, 0.00000E+00
2012,"UP1","NONE","As","AIRD","CONCEN","ug/m^2/yr", 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00
2012,"UP1","NONE","As","GWAT","CONCEN","ug/L", 9.00000E+00, 9.00000E+00, 9.00000E+00, 9.00000E+00, 9.00000E+00, 9.00000E+00, 9.00000E+00, 9.00000E+00, 9.00000E+00, 9.00000E+00, 0.00000E+00
2012,"UP1","SODR","As","SODR","CONCEN","ug/kg", 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00
2012,"UP1","SOGW","As","SOGW","CONCEN","ug/kg", 1.99976E-01, 1.99976E-01, 1.99976E-01, 1.99976E-01, 1.99976E-01, 1.99976E-01, 1.99976E-01, 1.99976E-01, 1.99976E-01, 1.99976E-01, 0.00000E+00
2012,"UP1","SOSW","As","SOSW","CONCEN","ug/kg", 6.66559E-03, 6.66559E-03, 6.66559E-03, 6.66559E-03, 6.66559E-03, 6.66559E-03, 6.66559E-03, 6.66559E-03, 6.66559E-03, 6.66559E-03, 0.00000E+00
2012,"UP1","SODR","As","UFUNGI","BURDEN","ug/kg wet", 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00
2012,"UP1","SODR","As","UBIRD","BURDEN","ug/kg wet", 3.93256E-04, 3.93256E-04, 3.93256E-04, 3.93256E-04, 3.93256E-04, 3.93256E-04, 3.93256E-04, 3.93256E-04, 3.93256E-04, 3.93256E-04, 0.00000E+00
2012,"UP1","SODR","As","UEGG","BURDEN","ug/kg wet", 7.86512E-04, 7.86512E-04, 7.86512E-04, 7.86512E-04, 7.86512E-04, 7.86512E-04, 7.86512E-04, 7.86512E-04, 7.86512E-04, 7.86512E-04, 0.00000E+00
2012,"UP1","SOGW","As","UFUNGI","BURDEN","ug/kg wet", 1.77404E+00, 1.77404E+00, 1.77404E+00, 1.77404E+00, 1.77404E+00, 1.77404E+00, 1.77404E+00, 1.77404E+00, 1.77404E+00, 1.77404E+00, 0.00000E+00
2012,"UP1","SOGW","As","UBIRD","BURDEN","ug/kg wet", 9.14960E+00, 9.14960E+00, 9.14960E+00, 9.14960E+00, 9.14960E+00, 9.14960E+00, 9.14960E+00, 9.14960E+00, 9.14960E+00, 9.14960E+00, 0.00000E+00
2012,"UP1","SOGW","As","UEGG","BURDEN","ug/kg wet", 1.82992E+01, 1.82992E+01, 1.82992E+01, 1.82992E+01, 1.82992E+01, 1.82992E+01, 1.82992E+01, 1.82992E+01, 1.82992E+01, 1.82992E+01, 0.00000E+00
2012,"UP1","SOSW","As","UFUNGI","BURDEN","ug/kg wet", 6.22621E-05, 6.22621E-05, 6.22621E-05, 6.22621E-05, 6.22621E-05, 6.22621E-05, 6.22621E-05, 6.22621E-05, 6.22621E-05, 6.22621E-05, 0.00000E+00
2012,"UP1","SOSW","As","UBIRD","BURDEN","ug/kg wet", 6.24503E-04, 6.24503E-04, 6.24503E-04, 6.24503E-04, 6.24503E-04, 6.24503E-04, 6.24503E-04, 6.24503E-04, 6.24503E-04, 6.24503E-04, 0.00000E+00
2012,"UP1","SOSW","As","UEGG","BURDEN","ug/kg wet", 1.24901E-03, 1.24901E-03, 1.24901E-03, 1.24901E-03, 1.24901E-03, 1.24901E-03, 1.24901E-03, 1.24901E-03, 1.24901E-03, 1.24901E-03, 0.00000E+00
2012,"UP1","NONE","Hg","AIRC","CONCEN","ug/m^3", 3.00000E+00, 3.00000E+00, 3.00000E+00, 3.00000E+00, 3.00000E+00, 3.00000E+00, 3.00000E+00, 3.00000E+00, 3.00000E+00, 3.00000E+00, 0.00000E+00
2012,"UP1","NONE","Hg","AIRD","CONCEN","ug/m^2/yr", 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00
2012,"UP1","NONE","Hg","GWAT","CONCEN","ug/L", 3.00000E-01, 3.00000E-01, 3.00000E-01, 3.00000E-01, 3.00000E-01, 3.00000E-01, 3.00000E-01, 3.00000E-01, 3.00000E-01, 3.00000E-01, 0.00000E+00
2012,"UP1","SODR","Hg","SODR","CONCEN","ug/kg", 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00
2012,"UP1","SOGW","Hg","SOGW","CONCEN","ug/kg", 8.27842E-03, 8.27842E-03, 8.27842E-03, 8.27842E-03, 8.27842E-03, 8.27842E-03, 8.27842E-03, 8.27842E-03, 8.27842E-03, 8.27842E-03, 0.00000E+00
2012,"UP1","SOSW","Hg","SOSW","CONCEN","ug/kg", 5.17401E-04, 5.17401E-04, 5.17401E-04, 5.17401E-04, 5.17401E-04, 5.17401E-04, 5.17401E-04, 5.17401E-04, 5.17401E-04, 5.17401E-04, 0.00000E+00
2012,"UP1","SODR","Hg","UFUNGI","BURDEN","ug/kg wet", 4.57860E-03, 4.57860E-03, 4.57860E-03, 4.57860E-03, 4.57860E-03, 4.57860E-03, 4.57860E-03, 4.57860E-03, 4.57860E-03, 4.57860E-03, 0.00000E+00
2012,"UP1","SODR","Hg","UBIRD","BURDEN","ug/kg wet", 1.96408E+01, 1.96408E+01, 1.96408E+01, 1.96408E+01, 1.96408E+01, 1.96408E+01, 1.96408E+01, 1.96408E+01, 1.96408E+01, 1.96408E+01, 0.00000E+00
2012,"UP1","SODR","Hg","UEGG","BURDEN","ug/kg wet", 1.96408E+02, 1.96408E+02, 1.96408E+02, 1.96408E+02, 1.96408E+02, 1.96408E+02, 1.96408E+02, 1.96408E+02, 1.96408E+02, 1.96408E+02, 0.00000E+00
2012,"UP1","SOGW","Hg","UFUNGI","BURDEN","ug/kg wet", 6.37434E-02, 6.37434E-02, 6.37434E-02, 6.37434E-02, 6.37434E-02, 6.37434E-02, 6.37434E-02, 6.37434E-02, 6.37434E-02, 6.37434E-02, 0.00000E+00
2012,"UP1","SOGW","Hg","UBIRD","BURDEN","ug/kg wet", 2.06433E+01, 2.06433E+01, 2.06433E+01, 2.06433E+01, 2.06433E+01, 2.06433E+01, 2.06433E+01, 2.06433E+01, 2.06433E+01, 2.06433E+01, 0.00000E+00
2012,"UP1","SOGW","Hg","UEGG","BURDEN","ug/kg wet", 2.06433E+02, 2.06433E+02, 2.06433E+02, 2.06433E+02, 2.06433E+02, 2.06433E+02, 2.06433E+02, 2.06433E+02, 2.06433E+02, 2.06433E+02, 0.00000E+00
2012,"UP1","SOSW","Hg","UFUNGI","BURDEN","ug/kg wet", 4.58436E-03, 4.58436E-03, 4.58436E-03, 4.58436E-03, 4.58436E-03, 4.58436E-03, 4.58436E-03, 4.58436E-03, 4.58436E-03, 4.58436E-03, 0.00000E+00
2012,"UP1","SOSW","Hg","UBIRD","BURDEN","ug/kg wet", 1.96408E+01, 1.96408E+01, 1.96408E+01, 1.96408E+01, 1.96408E+01, 1.96408E+01, 1.96408E+01, 1.96408E+01, 1.96408E+01, 1.96408E+01, 0.00000E+00
2012,"UP1","SOSW","Hg","UEGG","BURDEN","ug/kg wet", 1.96408E+02, 1.96408E+02, 1.96408E+02, 1.96408E+02, 1.96408E+02, 1.96408E+02, 1.96408E+02, 1.96408E+02, 1.96408E+02, 1.96408E+02, 0.00000E+00
2012,"UP1","NONE","Zn","AIRC","CONCEN","ug/m^3", 6.30000E+00, 6.30000E+00, 6.30000E+00, 6.30000E+00, 6.30000E+00, 6.30000E+00, 6.30000E+00, 6.30000E+00, 6.30000E+00, 6.30000E+00, 0.00000E+00
2012,"UP1","NONE","Zn","AIRD","CONCEN","ug/m^2/yr", 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00
2012,"UP1","NONE","Zn","GWAT","CONCEN","ug/L", 6.30000E-01, 6.30000E-01, 6.30000E-01, 6.30000E-01, 6.30000E-01, 6.30000E-01, 6.30000E-01, 6.30000E-01, 6.30000E-01, 6.30000E-01, 0.00000E+00
2012,"UP1","SODR","Zn","SODR","CONCEN","ug/kg", 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00
2012,"UP1","SOGW","Zn","SOGW","CONCEN","ug/kg", 1.40022E-02, 1.40022E-02, 1.40022E-02, 1.40022E-02, 1.40022E-02, 1.40022E-02, 1.40022E-02, 1.40022E-02, 1.40022E-02, 1.40022E-02, 0.00000E+00
2012,"UP1","SOSW","Zn","SOSW","CONCEN","ug/kg", 1.11969E-03, 1.11969E-03, 1.11969E-03, 1.11969E-03, 1.11969E-03, 1.11969E-03, 1.11969E-03, 1.11969E-03, 1.11969E-03, 1.11969E-03, 0.00000E+00
2012,"UP1","SODR","Zn","UFUNGI","BURDEN","ug/kg wet", 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00, 0.00000E+00
2012,"UP1","SODR","Zn","UBIRD","BURDEN","ug/kg wet", 2.66139E+01, 2.66139E+01, 2.66139E+01, 2.66139E+01, 2.66139E+01, 2.66139E+01, 2.66139E+01, 2.66139E+01, 2.66139E+01, 2.66139E+01, 0.00000E+00
2012,"UP1","SODR","Zn","UEGG","BURDEN","ug/kg wet", 1.06456E+03, 1.06456E+03, 1.06456E+03, 1.06456E+03, 1.06456E+03, 1.06456E+03, 1.06456E+03, 1.06456E+03, 1.06456E+03, 1.06456E+03, 0.00000E+00
